,DEXJPUS,DEXUSEU,DEXCHUS,DEXUSUK,DTWEXBGS
2021-06-14,109.98,1.2126,6.3979,1.4116,110.9779
2021-06-15,110.12,1.212,6.4052,1.4073,111.3634
2021-06-16,109.88,1.2119,6.3969,1.411,111.1287
2021-06-17,110.28,1.1911,6.4477,1.3916,112.5881
2021-06-18,110.21,1.1872,6.4525,1.3817,113.0517
2021-06-21,110.22,1.1909,6.4659,1.3915,112.8506
2021-06-22,110.75,1.191,6.4811,1.3921,112.929
2021-06-23,110.86,1.195,6.4727,1.3977,112.3931
2021-06-24,110.91,1.1927,6.4701,1.3907,112.3357
2021-06-25,110.78,1.194,6.4545,1.3899,111.9742
2021-06-28,110.5,1.1938,6.4555,1.3895,112.033
2021-06-29,110.53,1.1905,6.4635,1.3845,112.2692
2021-06-30,111.05,1.1848,6.4566,1.3806,112.5613
2021-07-01,111.56,1.1857,6.4679,1.378,112.7484
2021-07-02,111.28,1.1848,6.4721,1.3795,112.5507
2021-07-05,,,,,
2021-07-06,110.66,1.1816,6.4786,1.3792,112.9602
2021-07-07,110.62,1.1803,6.4718,1.3792,113.1136
2021-07-08,109.82,1.184,6.4898,1.3767,113.0863
2021-07-09,110.18,1.1861,6.4788,1.3842,112.8468
2021-07-12,110.36,1.1858,6.4751,1.3886,112.7701
2021-07-13,110.36,1.1813,6.4685,1.3847,113.0153
2021-07-14,110.03,1.1826,6.4688,1.3854,112.8885
2021-07-15,110.05,1.1806,6.46,1.3849,113.0122
2021-07-16,110.13,1.181,6.4785,1.3785,113.0504
2021-07-19,109.45,1.1804,6.4893,1.369,113.5547
2021-07-20,109.92,1.1776,6.4845,1.3615,113.7582
2021-07-21,110.22,1.1799,6.4664,1.3695,113.4018
2021-07-22,110.1,1.1771,6.47,1.375,113.4788
2021-07-23,110.52,1.1761,6.4808,1.3749,113.4486
2021-07-26,110.31,1.181,6.4825,1.3829,113.2335
2021-07-27,109.64,1.1831,6.5104,1.3884,113.2321
2021-07-28,110.06,1.1809,6.4905,1.3884,113.1899
2021-07-29,109.53,1.1886,6.4562,1.3966,112.4927
2021-07-30,109.7,1.1864,6.4609,1.3913,112.6808
2021-08-02,109.22,1.1873,6.462,1.3886,112.6784
2021-08-03,109.09,1.1859,6.47,1.3905,112.8331
2021-08-04,109.44,1.1841,6.4655,1.3912,112.906
2021-08-05,109.75,1.1838,6.4608,1.3929,112.778
2021-08-06,110.22,1.1761,6.4825,1.3873,113.3192
2021-08-09,110.25,1.1749,6.4857,1.3852,113.4625
2021-08-10,110.54,1.1722,6.4852,1.384,113.5072
2021-08-11,110.47,1.1737,6.4783,1.3866,113.2917
2021-08-12,110.36,1.1736,6.4782,1.3833,113.278
2021-08-13,109.75,1.1796,6.4768,1.3857,113.0708
2021-08-16,109.26,1.1776,6.4742,1.3849,113.179
2021-08-17,109.59,1.1714,6.4854,1.3739,113.6263
2021-08-18,109.92,1.1702,6.4841,1.3749,113.705
2021-08-19,109.75,1.1693,6.4942,1.3673,114.1195
2021-08-20,109.77,1.169,6.5012,1.3625,114.5108
2021-08-23,109.78,1.1732,6.4805,1.3717,113.9526
2021-08-24,109.68,1.1746,6.471,1.3716,113.6899
2021-08-25,110.03,1.1758,6.4756,1.3723,113.6424
2021-08-26,110.09,1.1761,6.4809,1.3712,113.7986
2021-08-27,109.84,1.1794,6.4711,1.3769,113.3511
2021-08-30,109.91,1.1795,6.4658,1.3758,113.256
2021-08-31,110.05,1.18,6.4604,1.3747,113.1175
2021-09-01,110.03,1.185,6.4586,1.379,112.8832
2021-09-02,110.01,1.1858,6.456,1.3825,112.7966
2021-09-03,109.64,1.1884,6.4528,1.3862,112.558
2021-09-06,,,,,
2021-09-07,110.17,1.1849,6.4662,1.3792,112.9892
2021-09-08,110.32,1.1818,6.4612,1.3761,113.2414
2021-09-09,109.76,1.1827,6.4547,1.3855,113.053
2021-09-10,109.93,1.1821,6.444,1.3847,112.9519
2021-09-13,109.94,1.1809,6.4511,1.3844,113.0432
2021-09-14,109.66,1.1824,6.4382,1.3848,113.0151
2021-09-15,109.4,1.1811,6.432,1.3837,112.9862
2021-09-16,109.67,1.1764,6.4566,1.3785,113.3122
2021-09-17,109.94,1.1734,6.4655,1.3755,113.6074
2021-09-20,109.47,1.1729,6.4651,1.3656,113.9511
2021-09-21,109.33,1.1724,6.4651,1.3663,113.8266
2021-09-22,109.59,1.1739,6.4611,1.3669,113.631
2021-09-23,110.17,1.1735,6.459,1.3745,113.5224
2021-09-24,110.72,1.1715,6.466,1.3681,113.7694
2021-09-27,110.97,1.1702,6.456,1.3712,113.7532
2021-09-28,111.33,1.1681,6.4595,1.3537,114.2571
2021-09-29,111.83,1.1612,6.4702,1.3439,114.7191
2021-09-30,111.5,1.1577,6.4434,1.347,114.6504
2021-10-01,110.97,1.1598,6.4434,1.3572,114.3899
2021-10-04,110.94,1.1622,6.4434,1.3602,114.2847
2021-10-05,111.39,1.1609,6.4434,1.364,114.3767
2021-10-06,111.33,1.1546,6.4434,1.3569,114.7292
2021-10-07,111.5,1.1561,6.4434,1.3634,114.5156
2021-10-08,112.15,1.1572,6.4435,1.363,114.6108
2021-10-11,,,,,
2021-10-12,113.69,1.1541,6.4485,1.3605,114.7667
2021-10-13,113.49,1.1568,6.4262,1.3645,114.4827
2021-10-14,113.59,1.1591,6.438,1.3684,114.2181
2021-10-15,114.31,1.1594,6.434,1.3756,114.1033
2021-10-18,114.22,1.1609,6.429,1.3726,114.0022
2021-10-19,114.27,1.1632,6.3822,1.3807,113.6595
2021-10-20,114.24,1.1643,6.3936,1.3821,113.521
2021-10-21,113.75,1.1643,6.3925,1.3812,113.6322
2021-10-22,113.54,1.1632,6.3839,1.3741,113.6828
2021-10-25,113.7,1.1609,6.3856,1.3773,113.6172
2021-10-26,114.19,1.159,6.382,1.3772,113.6863
2021-10-27,113.75,1.16,6.3915,1.3739,113.6342
2021-10-28,113.38,1.1685,6.3917,1.3804,113.453
2021-10-29,114.03,1.1552,6.405,1.3686,114.149
2021-11-01,114.19,1.1591,6.3972,1.3679,114.2231
2021-11-02,113.78,1.1581,6.3995,1.3612,114.2997
2021-11-03,114.06,1.1584,6.4061,1.3659,114.3754
2021-11-04,113.63,1.1546,6.397,1.3494,114.37
2021-11-05,113.45,1.1554,6.3961,1.3491,114.0865
2021-11-08,113.15,1.159,6.3902,1.3563,113.8391
2021-11-09,112.87,1.1589,6.3916,1.3551,113.7746
2021-11-10,113.89,1.1517,6.3882,1.347,114.1611
2021-11-11,,,,,
2021-11-12,113.9,1.1443,6.3787,1.3412,114.5263
2021-11-15,113.96,1.1421,6.3824,1.3444,114.6003
2021-11-16,114.62,1.1333,6.3919,1.3429,115.149
2021-11-17,114.33,1.1322,6.3775,1.3488,115.039
2021-11-18,114.22,1.1358,6.3851,1.3489,115.0811
2021-11-19,113.81,1.1318,6.3863,1.3474,115.2318
2021-11-22,114.69,1.126,6.3842,1.3412,115.6615
2021-11-23,114.98,1.1265,6.391,1.3388,116.026
2021-11-24,115.34,1.1196,6.3917,1.3332,116.2855
2021-11-25,,,,,
2021-11-26,113.46,1.1302,6.3924,1.3322,116.5259
2021-11-29,113.75,1.1261,6.3875,1.3291,116.596
2021-11-30,113.22,1.1287,6.364,1.3252,116.2206
2021-12-01,112.82,1.1323,6.3641,1.3308,115.9026
2021-12-02,113.1,1.1306,6.3763,1.3305,116.0313
2021-12-03,112.88,1.1308,6.3758,1.3234,116.2511
2021-12-06,113.31,1.1282,6.3756,1.3252,116.1663
2021-12-07,113.61,1.1247,6.3657,1.3236,115.8676
2021-12-08,113.83,1.133,6.3435,1.3236,115.4541
2021-12-09,113.53,1.1285,6.3772,1.3188,115.7904
2021-12-10,113.36,1.1312,6.3685,1.3262,115.5852
2021-12-13,113.42,1.1298,6.3659,1.3233,115.8538
2021-12-14,113.63,1.1267,6.3671,1.3225,116.252
2021-12-15,113.83,1.1261,6.3673,1.3214,116.4342
2021-12-16,113.67,1.1309,6.3674,1.3325,115.7267
2021-12-17,113.56,1.1277,6.3748,1.3269,115.8022
2021-12-20,113.45,1.1298,6.3756,1.3222,116.0206
2021-12-21,114.11,1.1272,6.3716,1.3253,116.1208
2021-12-22,114.22,1.1324,6.3695,1.3345,115.7612
2021-12-23,114.42,1.132,6.3696,1.341,115.5469
2021-12-24,,,,,
2021-12-27,114.85,1.1329,6.3705,1.3438,115.4821
2021-12-28,114.75,1.1314,6.3684,1.3432,115.4327
2021-12-29,114.97,1.1337,6.368,1.3475,115.3819
2021-12-30,115.17,1.1318,6.3726,1.35,115.2969
2021-12-31,,,,,
2022-01-03,115.27,1.129,6.355,1.3469,115.4243
2022-01-04,116.12,1.1296,6.3721,1.3544,115.3263
2022-01-05,115.91,1.1335,6.364,1.3573,115.1524
2022-01-06,115.78,1.1307,6.3822,1.3539,115.4189
2022-01-07,115.61,1.1358,6.3769,1.3583,115.0596
2022-01-10,115.14,1.1328,6.3756,1.3567,115.235
2022-01-11,115.38,1.1363,6.3735,1.3622,114.8467
2022-01-12,114.74,1.1431,6.358,1.3698,114.3713
2022-01-13,114.06,1.1464,6.3595,1.3724,114.1934
2022-01-14,113.89,1.1414,6.3524,1.367,114.3968
2022-01-17,,,,,
2022-01-18,114.6,1.1336,6.3525,1.3588,114.7513
2022-01-19,114.28,1.1346,6.3447,1.3625,114.6254
2022-01-20,114.08,1.1336,6.3406,1.3642,114.4779
2022-01-21,113.72,1.1346,6.3385,1.3562,114.6261
2022-01-24,113.82,1.131,6.3304,1.3447,115.2165
2022-01-25,113.88,1.1283,6.3257,1.3495,115.1779
2022-01-26,114.33,1.1279,6.3206,1.3516,115.1044
2022-01-27,115.47,1.1141,6.3677,1.3385,115.9874
2022-01-28,115.21,1.116,6.3605,1.3417,116.049
2022-01-31,115.22,1.1212,6.361,1.3439,115.5742
2022-02-01,114.77,1.1239,6.361,1.3505,115.3775
2022-02-02,114.36,1.1299,6.361,1.3565,115.1643
2022-02-03,114.88,1.1425,6.361,1.3602,114.9175
2022-02-04,115.22,1.1455,6.361,1.3543,115.1473
2022-02-07,115.09,1.1434,6.361,1.3533,115.0209
2022-02-08,115.62,1.1416,6.366,1.3552,115.0999
2022-02-09,115.44,1.1435,6.3619,1.354,114.8329
2022-02-10,115.84,1.1487,6.3526,1.3636,114.5618
2022-02-11,115.91,1.1404,6.354,1.3601,114.8489
2022-02-14,115.72,1.1306,6.3567,1.3516,115.2008
2022-02-15,115.64,1.1363,6.3385,1.3539,114.9357
2022-02-16,115.41,1.1381,6.3366,1.3585,114.6954
2022-02-17,115.03,1.1364,6.3381,1.3624,114.682
2022-02-18,115.08,1.1327,6.3251,1.3585,114.8036
2022-02-21,,,,,
2022-02-22,114.94,1.1342,6.326,1.3597,114.7054
2022-02-23,115.12,1.1316,6.3134,1.3555,114.6718
2022-02-24,115.45,1.1154,6.3283,1.336,115.9478
2022-02-25,115.62,1.1261,6.3169,1.3407,115.2633
2022-02-28,115.11,1.1224,6.3084,1.3419,115.2317
2022-03-01,114.87,1.1103,6.3116,1.3318,115.8062
2022-03-02,115.59,1.1102,6.321,1.3365,115.7727
2022-03-03,115.67,1.1053,6.3195,1.3326,115.9592
2022-03-04,114.65,1.0912,6.3188,1.3214,116.661
2022-03-07,115.41,1.086,6.3194,1.3115,117.3406
2022-03-08,115.64,1.0881,6.3178,1.3101,117.6281
2022-03-09,115.87,1.1069,6.3174,1.316,116.6057
2022-03-10,116.05,1.1007,6.3212,1.3108,116.75
2022-03-11,117.08,1.0937,6.3389,1.3063,117.0294
2022-03-14,118.0,1.0979,6.3645,1.3044,117.1594
2022-03-15,118.19,1.0974,6.3696,1.3065,117.2533
2022-03-16,118.48,1.0996,6.351,1.3096,116.8135
2022-03-17,118.45,1.111,6.3459,1.3159,116.0544
2022-03-18,119.17,1.1044,6.3609,1.3169,116.1447
2022-03-21,119.15,1.1048,6.3552,1.3201,115.9467
2022-03-22,120.66,1.1022,6.366,1.3258,116.0888
2022-03-23,121.02,1.1001,6.372,1.3212,116.0101
2022-03-24,122.08,1.1006,6.367,1.3183,115.9651
2022-03-25,121.98,1.0985,6.3658,1.3193,115.7953
2022-03-28,123.25,1.0977,6.3714,1.3091,116.1953
2022-03-29,122.61,1.1104,6.3635,1.3125,115.572
2022-03-30,121.97,1.1163,6.347,1.3149,115.0857
2022-03-31,121.44,1.1093,6.3393,1.3152,115.2254
2022-04-01,122.6,1.1043,6.3625,1.3114,115.4835
2022-04-04,122.7,1.0992,6.3619,1.3116,115.4121
2022-04-05,123.48,1.0921,6.3619,1.3101,115.7328
2022-04-06,123.7,1.0913,6.359,1.3082,116.002
2022-04-07,123.8,1.09,6.36,1.306,116.3541
2022-04-08,124.31,1.0874,6.3643,1.3032,116.42
2022-04-11,125.55,1.0875,6.3692,1.3033,116.5423
2022-04-12,125.25,1.0852,6.3651,1.3031,116.387
2022-04-13,125.51,1.0874,6.3678,1.3072,116.2793
2022-04-14,125.92,1.0796,6.3775,1.3052,116.7552
2022-04-15,126.31,1.0812,6.3705,1.3066,116.7011
2022-04-18,126.77,1.0785,6.363,1.3019,116.8427
2022-04-19,128.55,1.0789,6.393,1.3009,117.1322
2022-04-20,127.76,1.0857,6.4188,1.3055,116.7325
2022-04-21,128.62,1.0839,6.45,1.3042,117.1454
2022-04-22,128.78,1.079,6.501,1.2848,118.0205
2022-04-25,127.66,1.0703,6.5585,1.2698,118.6298
2022-04-26,127.37,1.0661,6.5552,1.2617,118.9658
2022-04-27,128.44,1.0549,6.5595,1.2547,119.472
2022-04-28,130.94,1.05,6.6243,1.2443,120.0703
2022-04-29,129.84,1.0537,6.608,1.2565,119.4936
2022-05-02,130.18,1.0521,6.6079,1.2523,119.8827
2022-05-03,130.09,1.0532,6.6079,1.251,119.7037
2022-05-04,129.97,1.0539,6.6079,1.2487,119.5567
2022-05-05,130.41,1.0507,6.6535,1.2334,120.0043
2022-05-06,130.35,1.0572,6.6651,1.2344,119.8544
2022-05-09,130.37,1.0559,6.7295,1.2335,120.4949
2022-05-10,130.21,1.0531,6.7343,1.2313,120.7716
2022-05-11,130.2,1.0537,6.7186,1.2317,120.3896
2022-05-12,128.1,1.0376,6.786,1.2198,121.273
2022-05-13,129.23,1.041,6.788,1.2242,120.8379
2022-05-16,129.15,1.042,6.7852,1.227,120.6812
2022-05-17,129.31,1.0532,6.7361,1.2468,119.8816
2022-05-18,128.22,1.0494,6.754,1.2396,120.022
2022-05-19,127.62,1.0587,6.7109,1.2504,119.4244
2022-05-20,127.86,1.0559,6.6921,1.2492,119.3617
2022-05-23,127.78,1.0668,6.649,1.2571,118.712
2022-05-24,126.56,1.0744,6.653,1.2544,118.6208
2022-05-25,127.31,1.0658,6.6916,1.2539,118.9561
2022-05-26,127.23,1.0725,6.738,1.2582,118.7671
2022-05-27,127.14,1.0709,6.698,1.2613,118.2796
2022-05-30,,,,,
2022-05-31,128.53,1.0731,6.6715,1.2624,118.0689
2022-06-01,130.09,1.0646,6.6858,1.2472,118.6936
2022-06-02,129.83,1.0733,6.6596,1.2557,118.0642
2022-06-03,130.71,1.0721,6.6595,1.2496,118.2138
2022-06-06,131.55,1.0699,6.6534,1.2544,118.3053
2022-06-07,132.53,1.0697,6.6675,1.2594,118.4401
2022-06-08,134.06,1.074,6.6825,1.2557,118.3944
2022-06-09,134.06,1.0656,6.6915,1.2511,118.9193
2022-06-10,134.19,1.0521,6.7081,1.233,119.9942
2022-06-13,134.12,1.0436,6.753,1.217,121.1517
2022-06-14,134.89,1.0416,6.7395,1.2011,121.6668
2022-06-15,134.5,1.0388,6.7128,1.2057,121.6382
2022-06-16,131.65,1.0531,6.703,1.2341,120.6755
2022-06-17,135.14,1.0473,6.716,1.2201,121.2389
2022-06-20,,,,,
2022-06-21,136.25,1.0548,6.688,1.2277,120.646
2022-06-22,136.05,1.0583,6.6983,1.228,120.5232
2022-06-23,134.72,1.0503,6.698,1.224,120.7646
2022-06-24,135.22,1.0539,6.6878,1.2273,120.4897
2022-06-27,135.26,1.0601,6.6899,1.2305,120.1789
2022-06-28,136.19,1.0534,6.707,1.22,120.6254
2022-06-29,136.5,1.0477,6.6997,1.2151,120.9689
2022-06-30,135.69,1.0469,6.6981,1.2162,120.9718
2022-07-01,135.09,1.0409,6.7,1.2048,121.5123
2022-07-04,,,,,
2022-07-05,135.72,1.0254,6.7192,1.1932,122.6276
2022-07-06,135.66,1.0173,6.707,1.1907,123.0165
2022-07-07,135.99,1.0159,6.7005,1.1994,122.7336
2022-07-08,136.16,1.0178,6.6945,1.2036,122.4724
2022-07-11,137.29,1.0088,6.7175,1.1907,123.3062
2022-07-12,136.68,1.0069,6.7234,1.1905,123.4612
2022-07-13,137.34,1.0081,6.7175,1.1919,123.293
2022-07-14,138.94,1.0028,6.7542,1.1827,124.0717
2022-07-15,138.57,1.0089,6.7565,1.1857,123.4842
2022-07-18,138.23,1.016,6.742,1.1989,122.78
2022-07-19,137.94,1.0238,6.743,1.2022,122.4922
2022-07-20,138.16,1.0217,6.754,1.1989,122.6096
2022-07-21,137.94,1.0197,6.7655,1.1968,122.9169
2022-07-22,136.12,1.0225,6.75,1.2019,122.4643
2022-07-25,136.72,1.0211,6.7499,1.2042,122.4721
2022-07-26,136.62,1.0116,6.7616,1.2036,122.7698
2022-07-27,137.31,1.0108,6.757,1.2027,122.8281
2022-07-28,134.45,1.0163,6.7465,1.2126,122.1267
2022-07-29,133.25,1.0202,6.7433,1.2183,121.7793
2022-08-01,131.8,1.027,6.7674,1.2278,121.4218
2022-08-02,132.32,1.0194,6.7499,1.2218,121.9609
2022-08-03,134.18,1.0146,6.7565,1.2132,122.4002
2022-08-04,133.28,1.0221,6.7485,1.2141,121.8436
2022-08-05,135.33,1.017,6.7607,1.2061,122.33
2022-08-08,134.73,1.0207,6.7505,1.2098,121.8887
2022-08-09,134.95,1.0226,6.7525,1.2089,121.8719
2022-08-10,132.58,1.0337,6.723,1.2245,120.7648
2022-08-11,132.66,1.0338,6.7445,1.223,120.7281
2022-08-12,133.57,1.0257,6.7425,1.2132,121.0272
2022-08-15,133.13,1.0186,6.7715,1.209,121.4382
2022-08-16,134.38,1.0174,6.7875,1.209,121.6889
2022-08-17,135.4,1.0164,6.7805,1.203,122.0802
2022-08-18,135.29,1.0114,6.7855,1.197,122.3722
2022-08-19,137.01,1.0039,6.8164,1.181,123.0596
2022-08-22,137.57,0.9936,6.8476,1.1752,123.6123
2022-08-23,136.36,0.9976,6.8476,1.1844,123.0617
2022-08-24,136.92,0.9967,6.8581,1.1802,123.1136
2022-08-25,136.83,0.9959,6.8477,1.1803,123.0645
2022-08-26,137.07,0.9998,6.8715,1.1778,123.0709
2022-08-29,138.74,1.0,6.9067,1.1718,123.4739
2022-08-30,138.73,1.0018,6.91,1.1651,123.6893
2022-08-31,138.69,1.0065,6.889,1.1647,123.5407
2022-09-01,139.93,0.995,6.9066,1.1541,124.4045
2022-09-02,140.03,1.003,6.8985,1.1582,123.7771
2022-09-05,,,,,
2022-09-06,142.95,0.9914,6.9532,1.1549,124.7719
2022-09-07,144.39,0.9942,6.965,1.1473,124.8457
2022-09-08,144.05,0.9956,6.9562,1.1489,124.584
2022-09-09,142.44,1.0046,6.924,1.16,123.7954
2022-09-12,142.41,1.0129,6.9265,1.1701,123.3441
2022-09-13,144.3,0.9997,6.9245,1.1526,124.4342
2022-09-14,142.93,0.9993,6.9612,1.1564,124.4593
2022-09-15,143.57,0.9991,6.9934,1.1472,124.8944
2022-09-16,143.04,1.0013,6.9799,1.1419,124.8879
2022-09-19,143.34,1.0003,7.005,1.1403,125.0177
2022-09-20,143.64,0.9994,7.0176,1.1405,125.1324
2022-09-21,144.14,0.988,7.0479,1.133,125.7464
2022-09-22,142.16,0.9841,7.0772,1.1269,126.1668
2022-09-23,143.18,0.9719,7.1266,1.0921,127.2867
2022-09-26,144.45,0.9623,7.1384,1.0703,128.4544
2022-09-27,144.71,0.9616,7.176,1.0753,128.4399
2022-09-28,144.15,0.9681,7.199,1.0832,128.0937
2022-09-29,144.45,0.9774,7.1196,1.1048,127.5463
2022-09-30,144.71,0.9783,7.1135,1.1134,127.5159
2022-10-03,144.5,0.9809,7.1103,1.1272,127.0793
2022-10-04,144.32,0.9977,7.1103,1.1446,126.184
2022-10-05,144.73,0.9866,7.1103,1.1275,126.863
2022-10-06,144.94,0.9806,7.1103,1.1133,127.2481
2022-10-07,145.19,0.9785,7.1103,1.1116,127.3093
2022-10-10,,,,,
2022-10-11,145.55,0.9757,7.1639,1.1168,127.6614
2022-10-12,146.87,0.9692,7.172,1.1096,128.1456
2022-10-13,147.15,0.978,7.17,1.1344,127.7276
2022-10-14,148.46,0.9739,7.1895,1.1208,128.3303
2022-10-17,148.71,0.9843,7.1946,1.1427,127.6478
2022-10-18,149.23,0.9842,7.2001,1.1307,127.9184
2022-10-19,149.77,0.978,7.228,1.1232,128.3992
2022-10-20,149.82,0.9823,7.2129,1.1288,128.0084
2022-10-21,146.35,0.9855,7.2399,1.1292,127.6758
2022-10-24,148.76,0.9874,7.2629,1.1295,128.0351
2022-10-25,147.85,0.9959,7.2688,1.1469,127.384
2022-10-26,146.5,1.0068,7.171,1.1615,126.481
2022-10-27,146.02,0.9985,7.2239,1.1574,126.7102
2022-10-28,147.68,0.9934,7.2499,1.1573,127.2196
2022-10-31,148.63,0.9885,7.3048,1.1515,127.6272
2022-11-01,148.11,0.9871,7.273,1.146,127.4011
2022-11-02,147.11,0.9875,7.289,1.1467,127.3138
2022-11-03,148.18,0.9759,7.3,1.1183,128.1712
2022-11-04,147.22,0.9895,7.2996,1.1279,127.149
2022-11-07,146.64,0.9997,7.2266,1.1463,126.3098
2022-11-08,145.38,1.0089,7.2485,1.1595,125.64
2022-11-09,146.15,1.0037,7.2401,1.1396,125.9926
2022-11-10,141.78,1.0176,7.184,1.1677,124.7142
2022-11-11,,,,,
2022-11-14,140.43,1.0337,7.071,1.1728,123.4425
2022-11-15,139.36,1.0372,7.044,1.189,123.0534
2022-11-16,139.59,1.0395,7.0964,1.1889,123.2964
2022-11-17,140.45,1.0341,7.1551,1.1812,123.9929
2022-11-18,140.03,1.0349,7.1192,1.1902,123.8678
2022-11-21,141.95,1.0238,7.164,1.1785,124.7143
2022-11-22,141.29,1.0276,7.1388,1.188,124.251
2022-11-23,139.76,1.0364,7.158,1.204,123.7739
2022-11-24,,,,,
2022-11-25,139.21,1.0402,7.1642,1.2102,123.3547
2022-11-28,138.67,1.0386,7.2074,1.2041,123.6181
2022-11-29,138.28,1.0356,7.1568,1.1996,123.6703
2022-11-30,139.31,1.0323,7.0879,1.1962,123.5276
2022-12-01,135.55,1.0498,7.0424,1.2252,122.0147
2022-12-02,134.89,1.0521,7.019,1.2292,122.0218
2022-12-05,136.55,1.0494,6.961,1.2169,122.6511
2022-12-06,136.67,1.0497,6.9935,1.2202,123.0319
2022-12-07,136.57,1.0505,6.9702,1.2194,122.7716
2022-12-08,136.45,1.0552,6.9649,1.2235,122.4275
2022-12-09,136.4,1.055,6.9559,1.2311,122.4343
2022-12-12,137.47,1.0545,6.9773,1.2285,122.7861
2022-12-13,135.14,1.063,6.943,1.2375,121.8644
2022-12-14,134.95,1.0655,6.9498,1.2408,121.8391
2022-12-15,137.92,1.0638,6.9716,1.2206,122.5684
2022-12-16,136.55,1.061,6.9708,1.2168,122.6647
2022-12-19,136.87,1.0624,6.9772,1.218,122.5438
2022-12-20,131.08,1.0635,6.96,1.2146,122.1502
2022-12-21,132.36,1.0599,6.981,1.2072,122.2965
2022-12-22,132.34,1.0588,6.9829,1.2032,122.2525
2022-12-23,132.78,1.0621,6.988,1.2054,121.9843
2022-12-26,,,,,
2022-12-27,133.43,1.0654,6.96,1.2032,121.767
2022-12-28,134.27,1.0622,6.9774,1.2034,122.02
2022-12-29,133.16,1.0668,6.9625,1.206,121.6713
2022-12-30,131.81,1.0698,6.8972,1.2077,121.4392
2023-01-02,,,,,
2023-01-03,130.83,1.0559,6.9135,1.197,122.0844
2023-01-04,132.0,1.062,6.8875,1.2063,121.5108
2023-01-05,133.57,1.0522,6.88,1.1902,122.0786
2023-01-06,132.21,1.0619,6.837,1.2064,121.0814
2023-01-09,131.58,1.0759,6.77,1.2206,120.1403
2023-01-10,132.25,1.0737,6.777,1.2155,120.234
2023-01-11,132.58,1.074,6.77,1.2125,120.1445
2023-01-12,129.75,1.0823,6.7365,1.2182,119.4108
2023-01-13,127.85,1.0811,6.701,1.2194,119.1422
2023-01-16,,,,,
2023-01-17,128.18,1.0793,6.7723,1.2264,119.2186
2023-01-18,128.45,1.0827,6.7534,1.2369,119.08
2023-01-19,128.48,1.081,6.7738,1.2366,119.6033
2023-01-20,129.97,1.0831,6.7825,1.2374,119.3588
2023-01-23,130.69,1.0865,6.7899,1.237,119.1671
2023-01-24,130.07,1.0873,6.7899,1.2323,119.1174
2023-01-25,129.64,1.0901,6.7899,1.2374,118.995
2023-01-26,130.4,1.0866,6.7899,1.237,119.0472
2023-01-27,129.94,1.0857,6.7899,1.2379,118.9521
2023-01-30,130.34,1.0867,6.7501,1.2373,118.9079
2023-01-31,130.17,1.0858,6.754,1.2324,118.991
2023-02-01,129.27,1.0917,6.7406,1.2308,118.6396
2023-02-02,128.45,1.0918,6.7266,1.226,118.349
2023-02-03,131.07,1.0825,6.7733,1.2073,119.5014
2023-02-06,132.76,1.0722,6.7918,1.2009,120.5116
2023-02-07,131.37,1.0705,6.791,1.2013,120.3298
2023-02-08,131.27,1.0734,6.789,1.2093,120.139
2023-02-09,130.98,1.0761,6.7782,1.2157,119.9785
2023-02-10,131.5,1.067,6.8106,1.2061,120.1531
2023-02-13,132.71,1.0718,6.8198,1.2136,120.0145
2023-02-14,133.05,1.0722,6.8255,1.2157,119.9601
2023-02-15,134.22,1.0683,6.851,1.2031,120.4926
2023-02-16,133.95,1.0684,6.859,1.2018,120.5069
2023-02-17,134.21,1.0678,6.8661,1.2012,120.6023
2023-02-20,,,,,
2023-02-21,134.87,1.0657,6.87,1.2111,120.678
2023-02-22,134.77,1.0623,6.8908,1.2064,120.8969
2023-02-23,134.8,1.0583,6.9075,1.2016,121.141
2023-02-24,136.36,1.0545,6.9545,1.1948,121.6297
2023-02-27,136.18,1.0596,6.945,1.2036,121.4656
2023-02-28,136.09,1.0602,6.9325,1.2093,121.4062
2023-03-01,135.82,1.0674,6.8656,1.2034,120.6971
2023-03-02,136.84,1.0595,6.9122,1.1942,121.1949
2023-03-03,136.09,1.0616,6.9048,1.1996,120.8468
2023-03-06,135.93,1.0694,6.9295,1.2048,120.5776
2023-03-07,136.9,1.0573,6.9605,1.1857,121.531
2023-03-08,137.18,1.0549,6.9496,1.1837,121.5222
2023-03-09,136.41,1.0577,6.963,1.1922,121.5225
2023-03-10,135.05,1.0659,6.9025,1.2043,121.2963
2023-03-13,133.13,1.0733,6.8455,1.216,120.9157
2023-03-14,134.33,1.0722,6.868,1.2146,121.052
2023-03-15,132.81,1.0535,6.9005,1.2032,122.1149
2023-03-16,133.01,1.0622,6.8965,1.2111,121.751
2023-03-17,132.01,1.0647,6.887,1.2141,121.5923
2023-03-20,131.59,1.0722,6.877,1.2257,121.0637
2023-03-21,132.27,1.0769,6.883,1.2195,120.9535
2023-03-22,132.67,1.0792,6.8802,1.2232,120.6883
2023-03-23,130.99,1.089,6.8188,1.2322,119.8174
2023-03-24,130.64,1.0762,6.8675,1.2225,120.5106
2023-03-27,131.49,1.0789,6.8834,1.2278,120.3239
2023-03-28,130.97,1.0844,6.8725,1.2341,119.7987
2023-03-29,132.69,1.0826,6.8862,1.2313,119.8223
2023-03-30,132.71,1.0899,6.87,1.2368,119.5103
2023-03-31,132.75,1.0872,6.8676,1.2369,119.4611
