,DEXJPUS,DEXUSAL,DEXUSEU,DEXCHUS,DEXUSUK,DEXCAUS,DEXMXUS,DEXSZUS,DTWEXBGS
2000-03-20,106.5,0.6065,0.971,8.2786,1.5686,1.4703,9.321,1.6605,
2000-03-21,106.91,0.61,0.9703,8.2783,1.5725,1.4662,9.3,1.6615,
2000-03-22,106.77,0.6056,0.9608,8.2783,1.5705,1.472,9.275,1.675,
2000-03-23,107.45,0.6041,0.9691,8.2787,1.583,1.4727,9.2375,1.6522,
2000-03-24,107.25,0.6064,0.9724,8.2789,1.591,1.465,9.1875,1.6333,
2000-03-27,107.13,0.6114,0.9645,8.2792,1.5855,1.4605,9.1825,1.6468,
2000-03-28,105.9,0.6141,0.9614,8.2795,1.5872,1.4541,9.184,1.6551,
2000-03-29,105.6,0.6124,0.9524,8.2789,1.587,1.4555,9.235,1.6725,
2000-03-30,105.53,0.6125,0.9594,8.2788,1.5922,1.4557,9.306,1.6605,
2000-03-31,102.73,0.6062,0.9574,8.2787,1.5922,1.4538,9.2895,1.663,
2000-04-03,104.82,0.6073,0.956,8.2786,1.598,1.4548,9.29,1.6587,
2000-04-04,105.33,0.6032,0.9588,8.2791,1.5965,1.4531,9.312,1.65,
2000-04-05,105.0,0.6053,0.9647,8.2795,1.59,1.4548,9.395,1.633,
2000-04-06,104.78,0.6016,0.958,8.2795,1.58,1.4515,9.364,1.639,
2000-04-07,105.33,0.6003,0.959,8.2795,1.583,1.4574,9.3222,1.6383,
2000-04-10,106.37,0.5991,0.9588,8.2798,1.5828,1.4615,9.29,1.6435,
2000-04-11,106.95,0.5957,0.9591,8.2791,1.5873,1.4635,9.366,1.6415,
2000-04-12,105.86,0.597,0.9551,8.2796,1.5882,1.4623,9.397,1.649,
2000-04-13,105.76,0.5963,0.9524,8.2794,1.5881,1.4661,9.399,1.652,
2000-04-14,105.12,0.5972,0.9564,8.2794,1.586,1.4767,9.501,1.6408,
2000-04-17,104.19,0.5913,0.955,8.2794,1.5853,1.4855,9.4825,1.644,
2000-04-18,104.59,0.5946,0.9477,8.279,1.5764,1.4837,9.437,1.6603,
2000-04-19,104.94,0.5957,0.9369,8.2793,1.5777,1.4761,9.391,1.6755,
2000-04-20,105.45,0.5931,0.9376,8.2791,1.5801,1.4725,9.403,1.6772,
2000-04-21,105.88,0.5925,0.9379,8.2785,1.5785,1.475,9.4045,1.676,
2000-04-24,105.66,0.5945,0.9396,8.2786,1.58,1.4763,9.4405,1.6712,
2000-04-25,105.71,0.5956,0.9265,8.2791,1.5787,1.4699,9.405,1.6985,
2000-04-26,106.46,0.589,0.9217,8.2795,1.5795,1.4758,9.409,1.7085,
2000-04-27,106.36,0.5875,0.9083,8.2798,1.5748,1.4792,9.454,1.731,
2000-04-28,107.98,0.5837,0.9089,8.2799,1.556,1.4818,9.411,1.725,
2000-05-01,108.89,0.58,0.912,8.2799,1.5558,1.4783,9.335,1.7135,
2000-05-02,108.63,0.5857,0.9068,8.2799,1.559,1.4857,9.334,1.7185,
2000-05-03,109.14,0.59,0.8891,8.2799,1.5605,1.4923,9.3675,1.7369,
2000-05-04,108.17,0.5914,0.8907,8.2799,1.5435,1.498,9.3965,1.7353,
2000-05-05,108.53,0.5935,0.8953,8.2799,1.5288,1.498,9.48,1.7323,
2000-05-08,109.03,0.587,0.895,8.2798,1.531,1.4927,9.4825,1.7305,
2000-05-09,109.61,0.5828,0.9023,8.279,1.5315,1.4945,9.4875,1.7219,
2000-05-10,109.33,0.5815,0.9097,8.2785,1.5153,1.4955,9.572,1.715,
2000-05-11,108.47,0.579,0.9021,8.2782,1.4997,1.49,9.583,1.7252,
2000-05-12,108.74,0.581,0.908,8.2778,1.5172,1.4872,9.5627,1.709,
2000-05-15,109.48,0.5739,0.9138,8.2777,1.5075,1.4897,9.576,1.7033,
2000-05-16,109.75,0.5773,0.9053,8.2772,1.5008,1.4862,9.508,1.7152,
2000-05-17,109.53,0.5685,0.8921,8.2768,1.4905,1.4992,9.5505,1.7398,
2000-05-18,108.7,0.5703,0.8952,8.2773,1.4818,1.5007,9.582,1.7377,
2000-05-19,106.89,0.5728,0.8946,8.2768,1.4855,1.4963,9.627,1.7347,
2000-05-22,107.02,0.574,0.9036,8.277,1.4907,1.4983,9.573,1.7185,
2000-05-23,106.72,0.5747,0.9032,8.2768,1.4728,1.5036,9.5025,1.7295,
2000-05-24,107.58,0.5713,0.9096,8.2769,1.4755,1.5085,9.54,1.7208,
2000-05-25,107.48,0.57,0.9072,8.2773,1.4705,1.5057,9.5085,1.721,
2000-05-26,107.18,0.5716,0.931,8.2771,1.4875,1.5045,9.53,1.6828,
2000-05-29,,,,,,,,,
2000-05-30,106.44,0.5768,0.9314,8.2772,1.495,1.5036,9.52,1.6885,
2000-05-31,107.74,0.5708,0.9328,8.2773,1.4968,1.4977,9.511,1.6883,
2000-06-01,108.74,0.5721,0.9307,8.2771,1.4915,1.491,9.49,1.6878,
2000-06-02,108.15,0.579,0.9432,8.2771,1.5079,1.4785,9.5575,1.668,
2000-06-05,107.44,0.5812,0.9471,8.277,1.5135,1.4779,9.547,1.663,
2000-06-06,105.64,0.5887,0.957,8.2773,1.5235,1.478,9.675,1.643,
2000-06-07,105.5,0.59,0.96,8.2773,1.5225,1.4785,9.784,1.6365,
2000-06-08,105.86,0.5878,0.9548,8.2775,1.506,1.48,9.9,1.641,
2000-06-09,106.78,0.5864,0.9526,8.2772,1.5079,1.4765,9.9325,1.6443,
2000-06-12,106.65,0.5912,0.9544,8.2771,1.512,1.4765,9.857,1.6356,
2000-06-13,106.79,0.5973,0.9619,8.277,1.513,1.4697,9.788,1.6255,
2000-06-14,106.89,0.6007,0.959,8.2768,1.5023,1.4695,9.7875,1.6318,
2000-06-15,106.52,0.6015,0.953,8.2768,1.5103,1.4758,9.847,1.6386,
2000-06-16,106.22,0.6083,0.9648,8.2768,1.5165,1.4708,9.9235,1.6178,
2000-06-19,105.74,0.6024,0.9622,8.2768,1.5154,1.4657,9.909,1.623,
2000-06-20,105.42,0.6037,0.9557,8.2772,1.51,1.4708,9.879,1.628,
2000-06-21,105.5,0.6026,0.9455,8.2772,1.497,1.4729,9.815,1.639,
2000-06-22,104.4,0.5993,0.9398,8.2771,1.511,1.4725,9.879,1.6455,
2000-06-23,104.59,0.5964,0.9358,8.2769,1.501,1.4793,9.975,1.6565,
2000-06-26,105.66,0.5965,0.9382,8.2773,1.499,1.483,10.023,1.651,
2000-06-27,105.53,0.6012,0.9444,8.2774,1.5,1.4825,10.087,1.6379,
2000-06-28,105.51,0.6023,0.9444,8.2775,1.5107,1.4838,9.9685,1.642,
2000-06-29,105.09,0.6029,0.9515,8.278,1.5194,1.482,9.888,1.6375,
2000-06-30,106.14,0.5971,0.9545,8.2782,1.513,1.4798,9.843,1.6317,
2000-07-03,105.64,0.5996,0.9526,8.2786,1.5135,1.4793,9.5525,1.6323,
2000-07-04,,,,,,,,,
2000-07-05,106.91,0.5907,0.9548,8.2787,1.512,1.4909,9.515,1.622,
2000-07-06,107.37,0.5909,0.9527,8.2791,1.512,1.485,9.557,1.625,
2000-07-07,107.81,0.5901,0.9484,8.2793,1.5143,1.481,9.508,1.6278,
2000-07-10,107.1,0.5912,0.9521,8.2795,1.5137,1.4798,9.5,1.6275,
2000-07-11,106.93,0.5891,0.9497,8.2794,1.514,1.4785,9.439,1.6335,
2000-07-12,108.36,0.589,0.9401,8.2795,1.5068,1.4815,9.4815,1.651,
2000-07-13,108.27,0.5855,0.9339,8.2791,1.499,1.4809,9.4375,1.6608,
2000-07-14,107.88,0.5847,0.9374,8.2796,1.499,1.4845,9.424,1.6532,
2000-07-17,108.53,0.5855,0.9351,8.2791,1.492,1.4813,9.342,1.6575,
2000-07-18,108.3,0.5844,0.9322,8.2796,1.4945,1.4783,9.3385,1.6608,
2000-07-19,108.2,0.575,0.9237,8.2796,1.4942,1.4758,9.415,1.6781,
2000-07-20,107.89,0.5816,0.9292,8.2796,1.5094,1.4748,9.38,1.668,
2000-07-21,109.08,0.5865,0.9343,8.2795,1.5167,1.4715,9.343,1.6638,
2000-07-24,108.92,0.586,0.9314,8.2798,1.514,1.4639,9.329,1.67,
2000-07-25,109.3,0.5849,0.9391,8.2797,1.519,1.4653,9.3585,1.6528,
2000-07-26,109.28,0.5904,0.9413,8.2796,1.5154,1.4665,9.362,1.6493,
2000-07-27,109.15,0.5891,0.9331,8.2793,1.5116,1.4713,9.37,1.6605,
2000-07-28,109.63,0.5872,0.9246,8.2794,1.5025,1.4776,9.364,1.6753,
2000-07-31,109.68,0.5787,0.9266,8.2792,1.4983,1.488,9.368,1.6689,
2000-08-01,109.47,0.5805,0.9228,8.2788,1.4992,1.4892,9.345,1.6758,
2000-08-02,108.77,0.583,0.9137,8.2791,1.4926,1.4813,9.345,1.6887,
2000-08-03,108.36,0.5844,0.9042,8.2796,1.4947,1.4844,9.388,1.7087,
2000-08-04,108.54,0.5832,0.9075,8.2798,1.5022,1.4889,9.357,1.7053,
2000-08-07,108.99,0.5862,0.9105,8.2799,1.507,1.4875,9.337,1.7005,
2000-08-08,108.64,0.5868,0.9019,8.2799,1.5022,1.4889,9.35,1.7147,
2000-08-09,107.99,0.5786,0.8991,8.2798,1.4992,1.4848,9.327,1.7187,
2000-08-10,108.7,0.5818,0.9077,8.2799,1.498,1.4826,9.322,1.7065,
2000-08-11,108.68,0.5795,0.9046,8.2796,1.504,1.4839,9.279,1.7181,
2000-08-14,109.52,0.581,0.9037,8.2795,1.506,1.4847,9.246,1.7214,
2000-08-15,109.0,0.5831,0.9135,8.2788,1.5056,1.487,9.24,1.7095,
2000-08-16,108.55,0.5897,0.9143,8.2797,1.4988,1.4774,9.183,1.7093,
2000-08-17,108.48,0.5935,0.9152,8.2799,1.4992,1.4759,9.189,1.7085,
2000-08-18,108.43,0.5905,0.9068,8.2797,1.4895,1.4747,9.25,1.7235,
2000-08-21,108.53,0.589,0.9027,8.2799,1.49,1.4765,9.261,1.7275,
2000-08-22,108.34,0.5802,0.8965,8.2799,1.4797,1.4756,9.239,1.7405,
2000-08-23,107.02,0.5708,0.8967,8.2793,1.4813,1.4877,9.2725,1.7282,
2000-08-24,106.89,0.5725,0.9028,8.2799,1.4806,1.4871,9.244,1.7117,
2000-08-25,107.17,0.5737,0.9024,8.2799,1.4745,1.4828,9.232,1.7095,
2000-08-28,106.45,0.5715,0.9002,8.2799,1.4716,1.4845,9.213,1.713,
2000-08-29,106.2,0.5713,0.8966,8.2799,1.4616,1.4868,9.2325,1.7238,
2000-08-30,106.47,0.572,0.8924,8.2788,1.456,1.4805,9.214,1.736,
2000-08-31,106.66,0.5764,0.8878,8.2786,1.4515,1.472,9.2,1.7425,
2000-09-01,105.78,0.5765,0.8993,8.2787,1.4605,1.4742,9.2075,1.723,
2000-09-04,,,,,,,,,
2000-09-05,105.88,0.5699,0.8876,8.279,1.4522,1.4752,9.255,1.7488,
2000-09-06,106.08,0.5655,0.8702,8.2794,1.4455,1.4843,9.318,1.778,
2000-09-07,105.1,0.5579,0.874,8.279,1.438,1.4777,9.314,1.772,
2000-09-08,106.03,0.5557,0.8664,8.2794,1.4196,1.4781,9.327,1.7869,
2000-09-11,105.97,0.559,0.8624,8.2786,1.4123,1.48,9.2825,1.7715,
2000-09-12,106.93,0.5586,0.8596,8.2787,1.402,1.4825,9.251,1.771,
2000-09-13,107.11,0.555,0.864,8.277,1.4125,1.4838,9.283,1.7635,
2000-09-14,107.25,0.549,0.8617,8.2773,1.406,1.4869,9.307,1.7736,
2000-09-15,107.33,0.545,0.8572,8.2771,1.4005,1.4844,9.361,1.7805,
2000-09-18,106.87,0.5417,0.8523,8.2772,1.4015,1.4905,9.4225,1.787,
2000-09-19,107.02,0.542,0.8514,8.2779,1.408,1.488,9.422,1.7765,
2000-09-20,106.77,0.5372,0.8462,8.2775,1.4107,1.4833,9.456,1.7845,
2000-09-21,106.5,0.5428,0.8558,8.2778,1.428,1.4873,9.436,1.7715,
2000-09-22,107.94,0.5455,0.8793,8.2787,1.4568,1.4892,9.475,1.7295,
2000-09-25,107.63,0.549,0.8738,8.2793,1.454,1.489,9.428,1.739,
2000-09-26,107.63,0.5506,0.8815,8.2791,1.46,1.488,9.4035,1.7279,
2000-09-27,107.44,0.551,0.8805,8.2795,1.4607,1.4962,9.4145,1.7325,
2000-09-28,107.59,0.549,0.8826,8.2799,1.4635,1.503,9.426,1.7288,
2000-09-29,107.9,0.5415,0.8837,8.2798,1.4787,1.507,9.44,1.7265,
2000-10-02,108.81,0.545,0.8806,8.279,1.4675,1.5108,9.4075,1.7322,
2000-10-03,108.66,0.54,0.8741,8.279,1.4565,1.506,9.399,1.7365,
2000-10-04,109.29,0.5365,0.8726,8.279,1.4558,1.499,9.44,1.7395,
2000-10-05,109.3,0.535,0.8685,8.279,1.4502,1.4954,9.4575,1.7491,
2000-10-06,108.81,0.5339,0.868,8.279,1.4445,1.5013,9.466,1.7515,
2000-10-09,,,,,,,,,
2000-10-10,107.9,0.5339,0.8682,8.2789,1.4484,1.5014,9.465,1.7515,
2000-10-11,107.63,0.536,0.8715,8.2786,1.462,1.5043,9.48,1.7328,
2000-10-12,107.58,0.532,0.8644,8.2786,1.4735,1.5085,9.52,1.7415,
2000-10-13,107.67,0.5297,0.8568,8.2784,1.4597,1.5135,9.595,1.7595,
2000-10-16,108.3,0.523,0.8489,8.2781,1.4455,1.5195,9.548,1.779,
2000-10-17,108.15,0.5188,0.8507,8.2784,1.4426,1.5184,9.547,1.7773,
2000-10-18,107.78,0.5187,0.8391,8.2781,1.4464,1.52,9.578,1.7875,
2000-10-19,108.55,0.521,0.8406,8.278,1.4422,1.5112,9.545,1.7875,
2000-10-20,109.04,0.528,0.84,8.2778,1.4448,1.5119,9.558,1.7885,
2000-10-23,108.45,0.5274,0.8364,8.2784,1.455,1.508,9.573,1.7985,
2000-10-24,108.08,0.5256,0.8364,8.2784,1.449,1.5118,9.571,1.8005,
2000-10-25,108.05,0.5191,0.827,8.2782,1.4335,1.5164,9.627,1.8165,
2000-10-26,108.36,0.5185,0.8271,8.2785,1.4313,1.5187,9.696,1.825,
2000-10-27,108.75,0.5233,0.8406,8.2788,1.4517,1.5275,9.635,1.8065,
2000-10-30,108.99,0.5235,0.8432,8.278,1.453,1.5311,9.604,1.8068,
2000-10-31,109.15,0.5181,0.8486,8.2775,1.4505,1.5273,9.564,1.7978,
2000-11-01,108.48,0.5227,0.8584,8.2773,1.4452,1.5263,9.581,1.7765,
2000-11-02,108.39,0.5208,0.8594,8.277,1.444,1.5333,9.581,1.7799,
2000-11-03,107.58,0.5249,0.8614,8.2768,1.4484,1.5348,9.61,1.7667,
2000-11-06,107.34,0.528,0.8584,8.2771,1.432,1.5305,9.64,1.7725,
2000-11-07,107.3,0.528,0.8583,8.2769,1.431,1.5315,9.6475,1.7728,
2000-11-08,107.57,0.5264,0.8559,8.2772,1.4236,1.5432,9.618,1.7775,
2000-11-09,107.41,0.5252,0.8574,8.2768,1.4242,1.5455,9.648,1.7739,
2000-11-10,107.83,0.522,0.8625,8.2772,1.4305,1.546,9.605,1.7657,
2000-11-13,107.7,0.5205,0.8607,8.2768,1.4388,1.5472,9.5705,1.7637,
2000-11-14,108.15,0.519,0.8573,8.2773,1.4306,1.5445,9.495,1.7723,
2000-11-15,108.75,0.5203,0.857,8.2768,1.4257,1.551,9.465,1.7815,
2000-11-16,109.08,0.5183,0.8532,8.2773,1.4228,1.5523,9.497,1.7883,
2000-11-17,108.86,0.519,0.8516,8.2769,1.423,1.56,9.478,1.7915,
2000-11-20,109.79,0.5134,0.8486,8.2779,1.4222,1.5592,9.457,1.8,
2000-11-21,110.29,0.5112,0.8458,8.2786,1.416,1.5553,9.414,1.7995,
2000-11-22,110.16,0.5194,0.8423,8.2782,1.4077,1.5473,9.376,1.805,
2000-11-23,,,,,,,,,
2000-11-24,111.38,0.5215,0.8382,8.2779,1.3997,1.5396,9.399,1.8085,
2000-11-27,110.7,0.5261,0.85,8.278,1.4155,1.5348,9.371,1.7803,
2000-11-28,110.23,0.5223,0.8547,8.2777,1.4182,1.5371,9.412,1.7633,
2000-11-29,111.28,0.5228,0.8577,8.2774,1.4209,1.5405,9.396,1.7595,
2000-11-30,110.93,0.5262,0.8694,8.2777,1.421,1.5355,9.41,1.7365,
2000-12-01,111.15,0.5372,0.8765,8.2775,1.4373,1.5389,9.42,1.7285,
2000-12-04,111.07,0.5431,0.8875,8.2771,1.4523,1.5458,9.414,1.706,
2000-12-05,111.0,0.5405,0.8804,8.277,1.441,1.5438,9.375,1.7153,
2000-12-06,110.42,0.5448,0.8877,8.277,1.4365,1.5323,9.408,1.7078,
2000-12-07,110.7,0.547,0.8891,8.277,1.44,1.5223,9.429,1.7015,
2000-12-08,111.29,0.5445,0.8838,8.2769,1.4442,1.5205,9.399,1.7063,
2000-12-11,110.77,0.54,0.8771,8.2773,1.4554,1.5227,9.4465,1.715,
2000-12-12,111.5,0.542,0.8775,8.2771,1.448,1.5249,9.471,1.7144,
2000-12-13,112.4,0.538,0.8755,8.277,1.451,1.5205,9.4505,1.7175,
2000-12-14,112.42,0.5397,0.8858,8.2768,1.4665,1.5165,9.417,1.699,
2000-12-15,112.55,0.5458,0.8981,8.2768,1.4763,1.5174,9.409,1.6795,
2000-12-18,112.06,0.5416,0.8929,8.2774,1.4677,1.5254,9.38,1.6845,
2000-12-19,112.55,0.5435,0.8902,8.2772,1.462,1.522,9.37,1.694,
2000-12-20,112.58,0.5491,0.9058,8.2769,1.4737,1.5215,9.435,1.6765,
2000-12-21,112.18,0.5533,0.9112,8.2768,1.4707,1.5185,9.585,1.6722,
2000-12-22,112.75,0.555,0.923,8.2777,1.4783,1.5168,9.604,1.6485,
2000-12-25,,,,,,,,,
2000-12-26,113.62,0.5588,0.9292,8.2769,1.48,1.5099,9.53,1.6342,
2000-12-27,114.2,0.559,0.9304,8.277,1.4912,1.511,9.577,1.6435,
2000-12-28,114.62,0.5522,0.9257,8.2781,1.4907,1.5073,9.607,1.645,
2000-12-29,114.35,0.556,0.9388,8.2774,1.4955,1.4995,9.618,1.6202,
2001-01-01,,,,,,,,,
2001-01-02,114.73,0.5592,0.9465,8.2779,1.4977,1.4963,9.714,1.6075,
2001-01-03,114.26,0.5635,0.9473,8.2773,1.5045,1.4982,9.836,1.6025,
2001-01-04,115.47,0.5655,0.9448,8.2781,1.493,1.4985,9.698,1.6115,
2001-01-05,116.19,0.5712,0.9535,8.2775,1.499,1.5003,9.753,1.6025,
2001-01-08,115.97,0.566,0.9486,8.2778,1.4969,1.4944,9.691,1.6076,
2001-01-09,116.64,0.5628,0.9397,8.2771,1.49,1.4973,9.746,1.621,
2001-01-10,116.26,0.5572,0.9387,8.2769,1.491,1.4993,9.8145,1.6255,
2001-01-11,117.56,0.5595,0.952,8.2767,1.4965,1.4978,9.845,1.6123,
2001-01-12,117.76,0.5557,0.9486,8.2768,1.4778,1.4967,9.8775,1.6232,
2001-01-15,,,,,,,,,
2001-01-16,117.28,0.5549,0.9374,8.2766,1.4675,1.5037,9.972,1.639,
2001-01-17,118.35,0.5514,0.9306,8.2764,1.4723,1.5123,9.88,1.652,
2001-01-18,117.78,0.5562,0.9446,8.2764,1.4755,1.5162,9.885,1.6195,
2001-01-19,117.23,0.557,0.9363,8.2764,1.4683,1.5155,9.79,1.6334,
2001-01-22,116.62,0.5544,0.9374,8.2782,1.465,1.5072,9.785,1.637,
2001-01-23,116.95,0.5528,0.9389,8.2786,1.4715,1.5073,9.768,1.633,
2001-01-24,118.18,0.5449,0.9258,8.2786,1.4616,1.5126,9.692,1.6547,
2001-01-25,116.91,0.5451,0.9219,8.2786,1.4605,1.508,9.687,1.6558,
2001-01-26,117.16,0.5432,0.9213,8.2786,1.459,1.5066,9.697,1.6582,
2001-01-29,116.67,0.5432,0.9181,8.2786,1.457,1.501,9.6695,1.656,
2001-01-30,115.75,0.5474,0.9264,8.2786,1.4615,1.4985,9.665,1.6455,
2001-01-31,116.39,0.548,0.9308,8.2781,1.4613,1.4995,9.679,1.6425,
2001-02-01,115.33,0.554,0.9384,8.2772,1.4775,1.4948,9.733,1.633,
2001-02-02,115.65,0.5521,0.9357,8.2774,1.4692,1.4933,9.769,1.6425,
2001-02-05,114.99,0.5508,0.9395,8.277,1.475,1.505,9.78,1.6355,
2001-02-06,114.88,0.549,0.9304,8.2766,1.4585,1.508,9.689,1.6538,
2001-02-07,116.21,0.5462,0.9331,8.2765,1.4633,1.511,9.694,1.6475,
2001-02-08,116.3,0.5361,0.9184,8.2763,1.444,1.5117,9.657,1.6707,
2001-02-09,117.57,0.5367,0.9267,8.2764,1.449,1.509,9.764,1.656,
2001-02-12,117.62,0.5381,0.9287,8.2774,1.4513,1.5205,9.741,1.6557,
2001-02-13,117.3,0.5337,0.9204,8.2765,1.451,1.5214,9.704,1.6683,
2001-02-14,116.65,0.5282,0.9197,8.2764,1.4578,1.5287,9.718,1.669,
2001-02-15,115.67,0.524,0.9057,8.2772,1.449,1.5275,9.68,1.692,
2001-02-16,115.46,0.5305,0.9162,8.277,1.4505,1.5368,9.703,1.6763,
2001-02-19,,,,,,,,,
2001-02-20,115.57,0.5224,0.9096,8.2767,1.4436,1.5399,9.68,1.687,
2001-02-21,116.45,0.5234,0.9077,8.2772,1.4385,1.537,9.7,1.6897,
2001-02-22,116.53,0.5246,0.9069,8.2769,1.4447,1.5378,9.735,1.6903,
2001-02-23,116.15,0.5218,0.9095,8.2774,1.447,1.5378,9.714,1.6885,
2001-02-26,116.63,0.5213,0.9093,8.2776,1.444,1.5314,9.668,1.6895,
2001-02-27,116.2,0.5236,0.9128,8.2781,1.4405,1.5261,9.684,1.6837,
2001-02-28,117.28,0.5248,0.9212,8.2783,1.4433,1.532,9.6925,1.6736,
2001-03-01,117.33,0.5262,0.9291,8.2778,1.4553,1.5465,9.706,1.6557,
2001-03-02,119.06,0.5292,0.934,8.2782,1.4725,1.5489,9.667,1.6465,
2001-03-05,119.08,0.5218,0.9289,8.2777,1.4687,1.5475,9.639,1.6538,
2001-03-06,118.87,0.517,0.9313,8.2778,1.4655,1.5388,9.6385,1.6523,
2001-03-07,119.86,0.509,0.9274,8.2773,1.4612,1.5492,9.652,1.6582,
2001-03-08,119.51,0.5089,0.9281,8.277,1.4667,1.5497,9.644,1.6593,
2001-03-09,119.71,0.5085,0.9315,8.2774,1.4675,1.548,9.671,1.6545,
2001-03-12,120.63,0.5096,0.93,8.2784,1.467,1.5505,9.665,1.6555,
2001-03-13,120.2,0.5031,0.9148,8.2783,1.4513,1.5477,9.631,1.6838,
2001-03-14,120.97,0.4981,0.9133,8.2778,1.4497,1.5528,9.571,1.684,
2001-03-15,122.23,0.4944,0.9046,8.2776,1.4436,1.5595,9.593,1.7002,
2001-03-16,122.85,0.494,0.8929,8.2771,1.4265,1.5669,9.622,1.716,
2001-03-19,122.57,0.4984,0.8985,8.2772,1.4237,1.5698,9.573,1.7068,
2001-03-20,122.73,0.4997,0.9054,8.2772,1.4285,1.5611,9.515,1.6957,
2001-03-21,123.62,0.4936,0.897,8.2771,1.431,1.573,9.535,1.7085,
2001-03-22,123.84,0.4913,0.8881,8.2768,1.4223,1.5742,9.585,1.7233,
2001-03-23,122.64,0.4963,0.8926,8.2773,1.4292,1.5667,9.663,1.7155,
2001-03-26,122.81,0.499,0.8955,8.2771,1.4345,1.5545,9.538,1.7155,
2001-03-27,122.99,0.4963,0.891,8.2773,1.429,1.5693,9.516,1.7198,
2001-03-28,122.62,0.4936,0.8882,8.2777,1.4352,1.5668,9.541,1.7245,
2001-03-29,123.45,0.4921,0.8807,8.2779,1.4302,1.5725,9.527,1.7323,
2001-03-30,125.54,0.4881,0.8794,8.2777,1.419,1.5784,9.485,1.736,
2001-04-02,126.75,0.4828,0.8824,8.2776,1.42,1.575,9.414,1.7317,
2001-04-03,125.41,0.486,0.893,8.2772,1.4305,1.579,9.394,1.712,
2001-04-04,125.38,0.4893,0.9013,8.2771,1.435,1.5697,9.4225,1.6951,
2001-04-05,124.33,0.4898,0.8976,8.2768,1.4266,1.5788,9.3875,1.702,
2001-04-06,124.03,0.4958,0.9002,8.2767,1.4383,1.5615,9.405,1.7,
2001-04-09,124.85,0.4948,0.9014,8.277,1.447,1.5635,9.36,1.6955,
2001-04-10,124.48,0.4945,0.8884,8.2769,1.436,1.5555,9.3225,1.7165,
2001-04-11,124.82,0.5025,0.8856,8.2769,1.434,1.5626,9.29,1.7161,
2001-04-12,123.51,0.5082,0.8922,8.2772,1.4391,1.56,9.313,1.7062,
2001-04-13,124.15,0.5081,0.8888,8.2769,1.4354,1.5627,9.305,1.7127,
2001-04-16,124.64,0.5105,0.8862,8.2769,1.436,1.5625,9.332,1.718,
2001-04-17,123.67,0.5055,0.8814,8.2775,1.4287,1.5575,9.287,1.731,
2001-04-18,122.35,0.499,0.8816,8.2775,1.4257,1.5692,9.187,1.7375,
2001-04-19,121.87,0.5085,0.8909,8.2773,1.4366,1.547,9.2725,1.717,
2001-04-20,122.52,0.5178,0.9032,8.2775,1.4428,1.5425,9.373,1.6926,
2001-04-23,121.68,0.5061,0.896,8.277,1.4377,1.546,9.388,1.7087,
2001-04-24,122.08,0.5035,0.8946,8.2769,1.4365,1.549,9.289,1.7115,
2001-04-25,122.21,0.5045,0.8972,8.2767,1.4397,1.5474,9.3145,1.7075,
2001-04-26,123.13,0.5065,0.9011,8.2769,1.4378,1.546,9.258,1.706,
2001-04-27,123.76,0.5102,0.8924,8.2773,1.4362,1.5417,9.304,1.7232,
2001-04-30,123.57,0.5096,0.8874,8.2774,1.4306,1.536,9.261,1.7345,
2001-05-01,121.92,0.5177,0.8937,8.2774,1.434,1.5338,9.2725,1.7255,
2001-05-02,121.72,0.5213,0.8925,8.2774,1.4345,1.531,9.2915,1.7307,
2001-05-03,121.19,0.5187,0.8891,8.2774,1.4322,1.533,9.287,1.7355,
2001-05-04,121.05,0.5189,0.8934,8.2774,1.4362,1.5353,9.257,1.7304,
2001-05-07,121.34,0.5186,0.8916,8.2774,1.44,1.5405,9.222,1.7305,
2001-05-08,121.66,0.5182,0.8848,8.2785,1.4315,1.5445,9.212,1.742,
2001-05-09,122.25,0.5222,0.8845,8.2775,1.4209,1.5407,9.2115,1.7429,
2001-05-10,122.71,0.5241,0.8792,8.2771,1.4186,1.5391,9.1945,1.7485,
2001-05-11,122.5,0.5207,0.8759,8.2771,1.4177,1.5503,9.227,1.7522,
2001-05-14,123.12,0.518,0.8748,8.2771,1.4176,1.5541,9.193,1.7516,
2001-05-15,123.26,0.5193,0.8788,8.2709,1.4236,1.5493,9.166,1.7432,
2001-05-16,123.59,0.5233,0.8842,8.2769,1.4293,1.5405,9.166,1.7329,
2001-05-17,122.68,0.5273,0.8828,8.2767,1.431,1.536,9.0,1.7393,
2001-05-18,123.67,0.5251,0.8774,8.2768,1.4333,1.5328,8.98,1.7486,
2001-05-21,122.91,0.529,0.8762,8.2778,1.438,1.5325,8.946,1.7485,
2001-05-22,122.79,0.5231,0.8657,8.2774,1.4278,1.5415,8.98,1.7666,
2001-05-23,120.39,0.5188,0.8598,8.2771,1.4245,1.5452,9.05,1.7755,
2001-05-24,120.15,0.5175,0.857,8.277,1.4103,1.5474,9.088,1.7793,
2001-05-25,120.75,0.5193,0.8577,8.2771,1.4207,1.5455,9.09,1.779,
2001-05-28,,,,,,,,,
2001-05-29,120.1,0.5166,0.8547,8.2768,1.4187,1.5376,9.081,1.784,
2001-05-30,120.27,0.513,0.8576,8.2777,1.4251,1.5464,9.165,1.7775,
2001-05-31,118.88,0.5068,0.8455,8.277,1.4175,1.5461,9.165,1.797,
2001-06-01,119.13,0.5084,0.8452,8.2777,1.416,1.5324,9.18,1.7992,
